sa4,age,sex,education,ingp,unemployment
Perth - South East,40-49 years,Female,hs_finished,Non-Indigenous,1084
Perth - South East,40-49 years,Female,hs_not_finished,Indigenous,30
Perth - South East,40-49 years,Female,hs_not_finished,Non-Indigenous,641
Perth - South East,50-59 years,Male,hs_finished,Indigenous,4
Perth - South East,50-59 years,Male,hs_finished,Non-Indigenous,825
Perth - South East,50-59 years,Male,hs_not_finished,Indigenous,13
Perth - South East,50-59 years,Male,hs_not_finished,Non-Indigenous,791
Perth - South East,50-59 years,Female,hs_finished,Indigenous,5
Perth - South East,50-59 years,Female,hs_finished,Non-Indigenous,548
Perth - South East,50-59 years,Female,hs_not_finished,Indigenous,25
Perth - South East,50-59 years,Female,hs_not_finished,Non-Indigenous,604
Perth - South East,60-69 years,Male,hs_finished,Indigenous,4
Perth - South East,60-69 years,Male,hs_finished,Non-Indigenous,452
Perth - South East,60-69 years,Male,hs_not_finished,Indigenous,4
Perth - South East,60-69 years,Male,hs_not_finished,Non-Indigenous,449
Perth - South East,60-69 years,Female,hs_finished,Indigenous,0
Perth - South East,60-69 years,Female,hs_finished,Non-Indigenous,173
Perth - South East,60-69 years,Female,hs_not_finished,Indigenous,3
Perth - South East,60-69 years,Female,hs_not_finished,Non-Indigenous,185
Perth - South East,70-79 years,Male,hs_finished,Indigenous,0
Perth - South East,70-79 years,Male,hs_finished,Non-Indigenous,43
Perth - South East,70-79 years,Male,hs_not_finished,Indigenous,0
Perth - South East,70-79 years,Male,hs_not_finished,Non-Indigenous,32
Perth - South East,70-79 years,Female,hs_finished,Indigenous,0
Perth - South East,70-79 years,Female,hs_finished,Non-Indigenous,12
Perth - South East,70-79 years,Female,hs_not_finished,Indigenous,0
Perth - South East,70-79 years,Female,hs_not_finished,Non-Indigenous,4
Perth - South East,80-89 years,Male,hs_finished,Indigenous,0
Perth - South East,80-89 years,Male,hs_finished,Non-Indigenous,0
Perth - South East,80-89 years,Male,hs_not_finished,Indigenous,0
Perth - South East,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Perth - South East,80-89 years,Female,hs_finished,Indigenous,0
Perth - South East,80-89 years,Female,hs_finished,Non-Indigenous,3
Perth - South East,80-89 years,Female,hs_not_finished,Indigenous,0
Perth - South East,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Perth - South East,90-99 years,Male,hs_finished,Indigenous,0
Perth - South East,90-99 years,Male,hs_finished,Non-Indigenous,0
Perth - South East,90-99 years,Male,hs_not_finished,Indigenous,0
Perth - South East,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Perth - South East,90-99 years,Female,hs_finished,Indigenous,0
Perth - South East,90-99 years,Female,hs_finished,Non-Indigenous,0
Perth - South East,90-99 years,Female,hs_not_finished,Indigenous,0
Perth - South East,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Perth - South East,100 years and over,Male,hs_finished,Indigenous,0
Perth - South East,100 years and over,Male,hs_finished,Non-Indigenous,0
Perth - South East,100 years and over,Male,hs_not_finished,Indigenous,0
Perth - South East,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Perth - South East,100 years and over,Female,hs_finished,Indigenous,0
Perth - South East,100 years and over,Female,hs_finished,Non-Indigenous,0
Perth - South East,100 years and over,Female,hs_not_finished,Indigenous,0
Perth - South East,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Perth - South West,15-19 years,Male,hs_finished,Indigenous,17
Perth - South West,15-19 years,Male,hs_finished,Non-Indigenous,626
Perth - South West,15-19 years,Male,hs_not_finished,Indigenous,40
Perth - South West,15-19 years,Male,hs_not_finished,Non-Indigenous,802
Perth - South West,15-19 years,Female,hs_finished,Indigenous,13
Perth - South West,15-19 years,Female,hs_finished,Non-Indigenous,570
Perth - South West,15-19 years,Female,hs_not_finished,Indigenous,36
Perth - South West,15-19 years,Female,hs_not_finished,Non-Indigenous,832
Perth - South West,20-29 years,Male,hs_finished,Indigenous,40
Perth - South West,20-29 years,Male,hs_finished,Non-Indigenous,1495
Perth - South West,20-29 years,Male,hs_not_finished,Indigenous,69
Perth - South West,20-29 years,Male,hs_not_finished,Non-Indigenous,900
Perth - South West,20-29 years,Female,hs_finished,Indigenous,29
Perth - South West,20-29 years,Female,hs_finished,Non-Indigenous,1202
Perth - South West,20-29 years,Female,hs_not_finished,Indigenous,27
Perth - South West,20-29 years,Female,hs_not_finished,Non-Indigenous,570
Perth - South West,30-39 years,Male,hs_finished,Indigenous,8
Perth - South West,30-39 years,Male,hs_finished,Non-Indigenous,843
Perth - South West,30-39 years,Male,hs_not_finished,Indigenous,32
Perth - South West,30-39 years,Male,hs_not_finished,Non-Indigenous,666
Perth - South West,30-39 years,Female,hs_finished,Indigenous,14
Perth - South West,30-39 years,Female,hs_finished,Non-Indigenous,1036
Perth - South West,30-39 years,Female,hs_not_finished,Indigenous,20
Perth - South West,30-39 years,Female,hs_not_finished,Non-Indigenous,510
Perth - South West,40-49 years,Male,hs_finished,Indigenous,8
Perth - South West,40-49 years,Male,hs_finished,Non-Indigenous,748
Perth - South West,40-49 years,Male,hs_not_finished,Indigenous,23
Perth - South West,40-49 years,Male,hs_not_finished,Non-Indigenous,746
Perth - South West,40-49 years,Female,hs_finished,Indigenous,5
Perth - South West,40-49 years,Female,hs_finished,Non-Indigenous,844
Perth - South West,40-49 years,Female,hs_not_finished,Indigenous,20
Perth - South West,40-49 years,Female,hs_not_finished,Non-Indigenous,619
Perth - South West,50-59 years,Male,hs_finished,Indigenous,5
Perth - South West,50-59 years,Male,hs_finished,Non-Indigenous,686
Perth - South West,50-59 years,Male,hs_not_finished,Indigenous,10
Perth - South West,50-59 years,Male,hs_not_finished,Non-Indigenous,756
Perth - South West,50-59 years,Female,hs_finished,Indigenous,3
Perth - South West,50-59 years,Female,hs_finished,Non-Indigenous,467
Perth - South West,50-59 years,Female,hs_not_finished,Indigenous,15
Perth - South West,50-59 years,Female,hs_not_finished,Non-Indigenous,466
Perth - South West,60-69 years,Male,hs_finished,Indigenous,3
Perth - South West,60-69 years,Male,hs_finished,Non-Indigenous,397
Perth - South West,60-69 years,Male,hs_not_finished,Indigenous,5
Perth - South West,60-69 years,Male,hs_not_finished,Non-Indigenous,313
Perth - South West,60-69 years,Female,hs_finished,Indigenous,0
Perth - South West,60-69 years,Female,hs_finished,Non-Indigenous,153
Perth - South West,60-69 years,Female,hs_not_finished,Indigenous,0
Perth - South West,60-69 years,Female,hs_not_finished,Non-Indigenous,155
Perth - South West,70-79 years,Male,hs_finished,Indigenous,0
Perth - South West,70-79 years,Male,hs_finished,Non-Indigenous,34
Perth - South West,70-79 years,Male,hs_not_finished,Indigenous,0
Perth - South West,70-79 years,Male,hs_not_finished,Non-Indigenous,22
Perth - South West,70-79 years,Female,hs_finished,Indigenous,0
Perth - South West,70-79 years,Female,hs_finished,Non-Indigenous,17
Perth - South West,70-79 years,Female,hs_not_finished,Indigenous,0
Perth - South West,70-79 years,Female,hs_not_finished,Non-Indigenous,9
Perth - South West,80-89 years,Male,hs_finished,Indigenous,0
Perth - South West,80-89 years,Male,hs_finished,Non-Indigenous,5
Perth - South West,80-89 years,Male,hs_not_finished,Indigenous,0
Perth - South West,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Perth - South West,80-89 years,Female,hs_finished,Indigenous,0
Perth - South West,80-89 years,Female,hs_finished,Non-Indigenous,3
Perth - South West,80-89 years,Female,hs_not_finished,Indigenous,0
Perth - South West,80-89 years,Female,hs_not_finished,Non-Indigenous,5
Perth - South West,90-99 years,Male,hs_finished,Indigenous,0
Perth - South West,90-99 years,Male,hs_finished,Non-Indigenous,0
Perth - South West,90-99 years,Male,hs_not_finished,Indigenous,0
Perth - South West,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Perth - South West,90-99 years,Female,hs_finished,Indigenous,0
Perth - South West,90-99 years,Female,hs_finished,Non-Indigenous,0
Perth - South West,90-99 years,Female,hs_not_finished,Indigenous,0
Perth - South West,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Perth - South West,100 years and over,Male,hs_finished,Indigenous,0
Perth - South West,100 years and over,Male,hs_finished,Non-Indigenous,0
Perth - South West,100 years and over,Male,hs_not_finished,Indigenous,0
Perth - South West,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Perth - South West,100 years and over,Female,hs_finished,Indigenous,0
Perth - South West,100 years and over,Female,hs_finished,Non-Indigenous,0
Perth - South West,100 years and over,Female,hs_not_finished,Indigenous,0
Perth - South West,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Wheat Belt,15-19 years,Male,hs_finished,Indigenous,9
Western Australia - Wheat Belt,15-19 years,Male,hs_finished,Non-Indigenous,86
Western Australia - Wheat Belt,15-19 years,Male,hs_not_finished,Indigenous,21
Western Australia - Wheat Belt,15-19 years,Male,hs_not_finished,Non-Indigenous,160
Western Australia - Wheat Belt,15-19 years,Female,hs_finished,Indigenous,9
Western Australia - Wheat Belt,15-19 years,Female,hs_finished,Non-Indigenous,73
Western Australia - Wheat Belt,15-19 years,Female,hs_not_finished,Indigenous,9
Western Australia - Wheat Belt,15-19 years,Female,hs_not_finished,Non-Indigenous,106
Western Australia - Wheat Belt,20-29 years,Male,hs_finished,Indigenous,18
Western Australia - Wheat Belt,20-29 years,Male,hs_finished,Non-Indigenous,152
Western Australia - Wheat Belt,20-29 years,Male,hs_not_finished,Indigenous,40
Western Australia - Wheat Belt,20-29 years,Male,hs_not_finished,Non-Indigenous,218
Western Australia - Wheat Belt,20-29 years,Female,hs_finished,Indigenous,7
Western Australia - Wheat Belt,20-29 years,Female,hs_finished,Non-Indigenous,128
Western Australia - Wheat Belt,20-29 years,Female,hs_not_finished,Indigenous,19
Western Australia - Wheat Belt,20-29 years,Female,hs_not_finished,Non-Indigenous,99
Western Australia - Wheat Belt,30-39 years,Male,hs_finished,Indigenous,8
Western Australia - Wheat Belt,30-39 years,Male,hs_finished,Non-Indigenous,71
Western Australia - Wheat Belt,30-39 years,Male,hs_not_finished,Indigenous,50
Western Australia - Wheat Belt,30-39 years,Male,hs_not_finished,Non-Indigenous,177
Western Australia - Wheat Belt,30-39 years,Female,hs_finished,Indigenous,3
Western Australia - Wheat Belt,30-39 years,Female,hs_finished,Non-Indigenous,121
Western Australia - Wheat Belt,30-39 years,Female,hs_not_finished,Indigenous,22
Western Australia - Wheat Belt,30-39 years,Female,hs_not_finished,Non-Indigenous,117
Western Australia - Wheat Belt,40-49 years,Male,hs_finished,Indigenous,8
Western Australia - Wheat Belt,40-49 years,Male,hs_finished,Non-Indigenous,77
Western Australia - Wheat Belt,40-49 years,Male,hs_not_finished,Indigenous,36
Western Australia - Wheat Belt,40-49 years,Male,hs_not_finished,Non-Indigenous,200
Western Australia - Wheat Belt,40-49 years,Female,hs_finished,Indigenous,8
Western Australia - Wheat Belt,40-49 years,Female,hs_finished,Non-Indigenous,105
Western Australia - Wheat Belt,40-49 years,Female,hs_not_finished,Indigenous,33
Western Australia - Wheat Belt,40-49 years,Female,hs_not_finished,Non-Indigenous,136
Western Australia - Wheat Belt,50-59 years,Male,hs_finished,Indigenous,3
Western Australia - Wheat Belt,50-59 years,Male,hs_finished,Non-Indigenous,97
Western Australia - Wheat Belt,50-59 years,Male,hs_not_finished,Indigenous,27
Western Australia - Wheat Belt,50-59 years,Male,hs_not_finished,Non-Indigenous,257
Western Australia - Wheat Belt,50-59 years,Female,hs_finished,Indigenous,4
Western Australia - Wheat Belt,50-59 years,Female,hs_finished,Non-Indigenous,104
Western Australia - Wheat Belt,50-59 years,Female,hs_not_finished,Indigenous,15
Western Australia - Wheat Belt,50-59 years,Female,hs_not_finished,Non-Indigenous,162
Western Australia - Wheat Belt,60-69 years,Male,hs_finished,Indigenous,0
Western Australia - Wheat Belt,60-69 years,Male,hs_finished,Non-Indigenous,80
Western Australia - Wheat Belt,60-69 years,Male,hs_not_finished,Indigenous,10
Western Australia - Wheat Belt,60-69 years,Male,hs_not_finished,Non-Indigenous,174
Western Australia - Wheat Belt,60-69 years,Female,hs_finished,Indigenous,0
Western Australia - Wheat Belt,60-69 years,Female,hs_finished,Non-Indigenous,23
Western Australia - Wheat Belt,60-69 years,Female,hs_not_finished,Indigenous,0
Western Australia - Wheat Belt,60-69 years,Female,hs_not_finished,Non-Indigenous,42
Western Australia - Wheat Belt,70-79 years,Male,hs_finished,Indigenous,0
Western Australia - Wheat Belt,70-79 years,Male,hs_finished,Non-Indigenous,8
Western Australia - Wheat Belt,70-79 years,Male,hs_not_finished,Indigenous,0
Western Australia - Wheat Belt,70-79 years,Male,hs_not_finished,Non-Indigenous,8
Western Australia - Wheat Belt,70-79 years,Female,hs_finished,Indigenous,0
Western Australia - Wheat Belt,70-79 years,Female,hs_finished,Non-Indigenous,3
Western Australia - Wheat Belt,70-79 years,Female,hs_not_finished,Indigenous,0
Western Australia - Wheat Belt,70-79 years,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Wheat Belt,80-89 years,Male,hs_finished,Indigenous,0
Western Australia - Wheat Belt,80-89 years,Male,hs_finished,Non-Indigenous,0
Western Australia - Wheat Belt,80-89 years,Male,hs_not_finished,Indigenous,0
Western Australia - Wheat Belt,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Wheat Belt,80-89 years,Female,hs_finished,Indigenous,0
Western Australia - Wheat Belt,80-89 years,Female,hs_finished,Non-Indigenous,0
Western Australia - Wheat Belt,80-89 years,Female,hs_not_finished,Indigenous,0
Western Australia - Wheat Belt,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Wheat Belt,90-99 years,Male,hs_finished,Indigenous,0
Western Australia - Wheat Belt,90-99 years,Male,hs_finished,Non-Indigenous,0
Western Australia - Wheat Belt,90-99 years,Male,hs_not_finished,Indigenous,0
Western Australia - Wheat Belt,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Wheat Belt,90-99 years,Female,hs_finished,Indigenous,0
Western Australia - Wheat Belt,90-99 years,Female,hs_finished,Non-Indigenous,0
Western Australia - Wheat Belt,90-99 years,Female,hs_not_finished,Indigenous,0
Western Australia - Wheat Belt,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Wheat Belt,100 years and over,Male,hs_finished,Indigenous,0
Western Australia - Wheat Belt,100 years and over,Male,hs_finished,Non-Indigenous,0
Western Australia - Wheat Belt,100 years and over,Male,hs_not_finished,Indigenous,0
Western Australia - Wheat Belt,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Wheat Belt,100 years and over,Female,hs_finished,Indigenous,0
Western Australia - Wheat Belt,100 years and over,Female,hs_finished,Non-Indigenous,0
Western Australia - Wheat Belt,100 years and over,Female,hs_not_finished,Indigenous,0
Western Australia - Wheat Belt,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (North),15-19 years,Male,hs_finished,Indigenous,33
Western Australia - Outback (North),15-19 years,Male,hs_finished,Non-Indigenous,29
Western Australia - Outback (North),15-19 years,Male,hs_not_finished,Indigenous,57
Western Australia - Outback (North),15-19 years,Male,hs_not_finished,Non-Indigenous,50
Western Australia - Outback (North),15-19 years,Female,hs_finished,Indigenous,25
Western Australia - Outback (North),15-19 years,Female,hs_finished,Non-Indigenous,20
Western Australia - Outback (North),15-19 years,Female,hs_not_finished,Indigenous,55
Western Australia - Outback (North),15-19 years,Female,hs_not_finished,Non-Indigenous,31
Western Australia - Outback (North),20-29 years,Male,hs_finished,Indigenous,104
Western Australia - Outback (North),20-29 years,Male,hs_finished,Non-Indigenous,65
Western Australia - Outback (North),20-29 years,Male,hs_not_finished,Indigenous,203
Western Australia - Outback (North),20-29 years,Male,hs_not_finished,Non-Indigenous,92
Western Australia - Outback (North),20-29 years,Female,hs_finished,Indigenous,64
Western Australia - Outback (North),20-29 years,Female,hs_finished,Non-Indigenous,90
Western Australia - Outback (North),20-29 years,Female,hs_not_finished,Indigenous,149
Western Australia - Outback (North),20-29 years,Female,hs_not_finished,Non-Indigenous,47
Western Australia - Outback (North),30-39 years,Male,hs_finished,Indigenous,50
Western Australia - Outback (North),30-39 years,Male,hs_finished,Non-Indigenous,49
Western Australia - Outback (North),30-39 years,Male,hs_not_finished,Indigenous,142
Western Australia - Outback (North),30-39 years,Male,hs_not_finished,Non-Indigenous,64
Western Australia - Outback (North),30-39 years,Female,hs_finished,Indigenous,32
Western Australia - Outback (North),30-39 years,Female,hs_finished,Non-Indigenous,120
Western Australia - Outback (North),30-39 years,Female,hs_not_finished,Indigenous,113
Western Australia - Outback (North),30-39 years,Female,hs_not_finished,Non-Indigenous,58
Western Australia - Outback (North),40-49 years,Male,hs_finished,Indigenous,20
Western Australia - Outback (North),40-49 years,Male,hs_finished,Non-Indigenous,41
Western Australia - Outback (North),40-49 years,Male,hs_not_finished,Indigenous,140
Western Australia - Outback (North),40-49 years,Male,hs_not_finished,Non-Indigenous,64
Western Australia - Outback (North),40-49 years,Female,hs_finished,Indigenous,34
Western Australia - Outback (North),40-49 years,Female,hs_finished,Non-Indigenous,60
Western Australia - Outback (North),40-49 years,Female,hs_not_finished,Indigenous,97
Western Australia - Outback (North),40-49 years,Female,hs_not_finished,Non-Indigenous,48
Western Australia - Outback (North),50-59 years,Male,hs_finished,Indigenous,11
Western Australia - Outback (North),50-59 years,Male,hs_finished,Non-Indigenous,53
Western Australia - Outback (North),50-59 years,Male,hs_not_finished,Indigenous,62
Western Australia - Outback (North),50-59 years,Male,hs_not_finished,Non-Indigenous,94
Western Australia - Outback (North),50-59 years,Female,hs_finished,Indigenous,7
Western Australia - Outback (North),50-59 years,Female,hs_finished,Non-Indigenous,31
Western Australia - Outback (North),50-59 years,Female,hs_not_finished,Indigenous,50
Western Australia - Outback (North),50-59 years,Female,hs_not_finished,Non-Indigenous,46
Western Australia - Outback (North),60-69 years,Male,hs_finished,Indigenous,4
Western Australia - Outback (North),60-69 years,Male,hs_finished,Non-Indigenous,13
Western Australia - Outback (North),60-69 years,Male,hs_not_finished,Indigenous,17
Western Australia - Outback (North),60-69 years,Male,hs_not_finished,Non-Indigenous,39
Western Australia - Outback (North),60-69 years,Female,hs_finished,Indigenous,0
Western Australia - Outback (North),60-69 years,Female,hs_finished,Non-Indigenous,15
Western Australia - Outback (North),60-69 years,Female,hs_not_finished,Indigenous,8
Western Australia - Outback (North),60-69 years,Female,hs_not_finished,Non-Indigenous,18
Western Australia - Outback (North),70-79 years,Male,hs_finished,Indigenous,0
Western Australia - Outback (North),70-79 years,Male,hs_finished,Non-Indigenous,0
Western Australia - Outback (North),70-79 years,Male,hs_not_finished,Indigenous,3
Western Australia - Outback (North),70-79 years,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (North),70-79 years,Female,hs_finished,Indigenous,0
Western Australia - Outback (North),70-79 years,Female,hs_finished,Non-Indigenous,0
Western Australia - Outback (North),70-79 years,Female,hs_not_finished,Indigenous,0
Western Australia - Outback (North),70-79 years,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (North),80-89 years,Male,hs_finished,Indigenous,0
Western Australia - Outback (North),80-89 years,Male,hs_finished,Non-Indigenous,0
Western Australia - Outback (North),80-89 years,Male,hs_not_finished,Indigenous,0
Western Australia - Outback (North),80-89 years,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (North),80-89 years,Female,hs_finished,Indigenous,0
Western Australia - Outback (North),80-89 years,Female,hs_finished,Non-Indigenous,0
Western Australia - Outback (North),80-89 years,Female,hs_not_finished,Indigenous,0
Western Australia - Outback (North),80-89 years,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (North),90-99 years,Male,hs_finished,Indigenous,0
Western Australia - Outback (North),90-99 years,Male,hs_finished,Non-Indigenous,0
Western Australia - Outback (North),90-99 years,Male,hs_not_finished,Indigenous,0
Western Australia - Outback (North),90-99 years,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (North),90-99 years,Female,hs_finished,Indigenous,0
Western Australia - Outback (North),90-99 years,Female,hs_finished,Non-Indigenous,0
Western Australia - Outback (North),90-99 years,Female,hs_not_finished,Indigenous,0
Western Australia - Outback (North),90-99 years,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (North),100 years and over,Male,hs_finished,Indigenous,0
Western Australia - Outback (North),100 years and over,Male,hs_finished,Non-Indigenous,0
Western Australia - Outback (North),100 years and over,Male,hs_not_finished,Indigenous,0
Western Australia - Outback (North),100 years and over,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (North),100 years and over,Female,hs_finished,Indigenous,0
Western Australia - Outback (North),100 years and over,Female,hs_finished,Non-Indigenous,0
Western Australia - Outback (North),100 years and over,Female,hs_not_finished,Indigenous,0
Western Australia - Outback (North),100 years and over,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (South),15-19 years,Male,hs_finished,Indigenous,6
Western Australia - Outback (South),15-19 years,Male,hs_finished,Non-Indigenous,67
Western Australia - Outback (South),15-19 years,Male,hs_not_finished,Indigenous,64
Western Australia - Outback (South),15-19 years,Male,hs_not_finished,Non-Indigenous,158
Western Australia - Outback (South),15-19 years,Female,hs_finished,Indigenous,17
Western Australia - Outback (South),15-19 years,Female,hs_finished,Non-Indigenous,56
Western Australia - Outback (South),15-19 years,Female,hs_not_finished,Indigenous,37
Western Australia - Outback (South),15-19 years,Female,hs_not_finished,Non-Indigenous,147
Western Australia - Outback (South),20-29 years,Male,hs_finished,Indigenous,51
Western Australia - Outback (South),20-29 years,Male,hs_finished,Non-Indigenous,195
Western Australia - Outback (South),20-29 years,Male,hs_not_finished,Indigenous,107
Western Australia - Outback (South),20-29 years,Male,hs_not_finished,Non-Indigenous,235
Western Australia - Outback (South),20-29 years,Female,hs_finished,Indigenous,31
Western Australia - Outback (South),20-29 years,Female,hs_finished,Non-Indigenous,161
Western Australia - Outback (South),20-29 years,Female,hs_not_finished,Indigenous,61
Western Australia - Outback (South),20-29 years,Female,hs_not_finished,Non-Indigenous,138
Western Australia - Outback (South),30-39 years,Male,hs_finished,Indigenous,12
Western Australia - Outback (South),30-39 years,Male,hs_finished,Non-Indigenous,84
Western Australia - Outback (South),30-39 years,Male,hs_not_finished,Indigenous,100
Western Australia - Outback (South),30-39 years,Male,hs_not_finished,Non-Indigenous,184
Western Australia - Outback (South),30-39 years,Female,hs_finished,Indigenous,10
Western Australia - Outback (South),30-39 years,Female,hs_finished,Non-Indigenous,142
Western Australia - Outback (South),30-39 years,Female,hs_not_finished,Indigenous,58
Western Australia - Outback (South),30-39 years,Female,hs_not_finished,Non-Indigenous,89
Western Australia - Outback (South),40-49 years,Male,hs_finished,Indigenous,18
Western Australia - Outback (South),40-49 years,Male,hs_finished,Non-Indigenous,92
Western Australia - Outback (South),40-49 years,Male,hs_not_finished,Indigenous,55
Western Australia - Outback (South),40-49 years,Male,hs_not_finished,Non-Indigenous,227
Western Australia - Outback (South),40-49 years,Female,hs_finished,Indigenous,18
Western Australia - Outback (South),40-49 years,Female,hs_finished,Non-Indigenous,108
Western Australia - Outback (South),40-49 years,Female,hs_not_finished,Indigenous,53
Western Australia - Outback (South),40-49 years,Female,hs_not_finished,Non-Indigenous,146
Western Australia - Outback (South),50-59 years,Male,hs_finished,Indigenous,5
Western Australia - Outback (South),50-59 years,Male,hs_finished,Non-Indigenous,105
Western Australia - Outback (South),50-59 years,Male,hs_not_finished,Indigenous,50
Western Australia - Outback (South),50-59 years,Male,hs_not_finished,Non-Indigenous,287
Western Australia - Outback (South),50-59 years,Female,hs_finished,Indigenous,4
Western Australia - Outback (South),50-59 years,Female,hs_finished,Non-Indigenous,64
Western Australia - Outback (South),50-59 years,Female,hs_not_finished,Indigenous,46
Western Australia - Outback (South),50-59 years,Female,hs_not_finished,Non-Indigenous,158
Western Australia - Outback (South),60-69 years,Male,hs_finished,Indigenous,0
Western Australia - Outback (South),60-69 years,Male,hs_finished,Non-Indigenous,60
Western Australia - Outback (South),60-69 years,Male,hs_not_finished,Indigenous,11
Western Australia - Outback (South),60-69 years,Male,hs_not_finished,Non-Indigenous,138
Western Australia - Outback (South),60-69 years,Female,hs_finished,Indigenous,4
Western Australia - Outback (South),60-69 years,Female,hs_finished,Non-Indigenous,19
Western Australia - Outback (South),60-69 years,Female,hs_not_finished,Indigenous,11
Western Australia - Outback (South),60-69 years,Female,hs_not_finished,Non-Indigenous,50
Western Australia - Outback (South),70-79 years,Male,hs_finished,Indigenous,0
Western Australia - Outback (South),70-79 years,Male,hs_finished,Non-Indigenous,5
Western Australia - Outback (South),70-79 years,Male,hs_not_finished,Indigenous,0
Western Australia - Outback (South),70-79 years,Male,hs_not_finished,Non-Indigenous,6
Western Australia - Outback (South),70-79 years,Female,hs_finished,Indigenous,0
Western Australia - Outback (South),70-79 years,Female,hs_finished,Non-Indigenous,0
Western Australia - Outback (South),70-79 years,Female,hs_not_finished,Indigenous,0
Western Australia - Outback (South),70-79 years,Female,hs_not_finished,Non-Indigenous,5
Western Australia - Outback (South),80-89 years,Male,hs_finished,Indigenous,0
Western Australia - Outback (South),80-89 years,Male,hs_finished,Non-Indigenous,0
Western Australia - Outback (South),80-89 years,Male,hs_not_finished,Indigenous,0
Western Australia - Outback (South),80-89 years,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (South),80-89 years,Female,hs_finished,Indigenous,0
Western Australia - Outback (South),80-89 years,Female,hs_finished,Non-Indigenous,0
Western Australia - Outback (South),80-89 years,Female,hs_not_finished,Indigenous,0
Western Australia - Outback (South),80-89 years,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (South),90-99 years,Male,hs_finished,Indigenous,0
Western Australia - Outback (South),90-99 years,Male,hs_finished,Non-Indigenous,0
Western Australia - Outback (South),90-99 years,Male,hs_not_finished,Indigenous,0
Western Australia - Outback (South),90-99 years,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (South),90-99 years,Female,hs_finished,Indigenous,0
Western Australia - Outback (South),90-99 years,Female,hs_finished,Non-Indigenous,0
Western Australia - Outback (South),90-99 years,Female,hs_not_finished,Indigenous,0
Western Australia - Outback (South),90-99 years,Female,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (South),100 years and over,Male,hs_finished,Indigenous,0
Western Australia - Outback (South),100 years and over,Male,hs_finished,Non-Indigenous,0
Western Australia - Outback (South),100 years and over,Male,hs_not_finished,Indigenous,0
Western Australia - Outback (South),100 years and over,Male,hs_not_finished,Non-Indigenous,0
Western Australia - Outback (South),100 years and over,Female,hs_finished,Indigenous,0
Western Australia - Outback (South),100 years and over,Female,hs_finished,Non-Indigenous,0
Western Australia - Outback (South),100 years and over,Female,hs_not_finished,Indigenous,0
Western Australia - Outback (South),100 years and over,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),15-19 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),15-19 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),15-19 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),15-19 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),15-19 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),15-19 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),15-19 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),15-19 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),20-29 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),20-29 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),20-29 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),20-29 years,Male,hs_not_finished,Non-Indigenous,0
