sa4,age,sex,education,ingp,unemployment,labour_force
Western Australia - Outback (South),100 years and over,Male,hs_finished,Non-Indigenous,0,0
Western Australia - Outback (South),100 years and over,Male,hs_not_finished,Indigenous,0,0
Western Australia - Outback (South),100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Western Australia - Outback (South),100 years and over,Female,hs_finished,Indigenous,0,0
Western Australia - Outback (South),100 years and over,Female,hs_finished,Non-Indigenous,0,0
Western Australia - Outback (South),100 years and over,Female,hs_not_finished,Indigenous,0,0
Western Australia - Outback (South),100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),15-19 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),15-19 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),15-19 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),15-19 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),15-19 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),15-19 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),15-19 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),15-19 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),20-29 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),20-29 years,Male,hs_finished,Non-Indigenous,0,28
Migratory - Offshore - Shipping (WA),20-29 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),20-29 years,Male,hs_not_finished,Non-Indigenous,0,13
Migratory - Offshore - Shipping (WA),20-29 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),20-29 years,Female,hs_finished,Non-Indigenous,0,4
Migratory - Offshore - Shipping (WA),20-29 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),20-29 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),30-39 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),30-39 years,Male,hs_finished,Non-Indigenous,0,58
Migratory - Offshore - Shipping (WA),30-39 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),30-39 years,Male,hs_not_finished,Non-Indigenous,0,47
Migratory - Offshore - Shipping (WA),30-39 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),30-39 years,Female,hs_finished,Non-Indigenous,0,4
Migratory - Offshore - Shipping (WA),30-39 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),30-39 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),40-49 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),40-49 years,Male,hs_finished,Non-Indigenous,0,52
Migratory - Offshore - Shipping (WA),40-49 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),40-49 years,Male,hs_not_finished,Non-Indigenous,0,36
Migratory - Offshore - Shipping (WA),40-49 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),40-49 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),40-49 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),40-49 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),50-59 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),50-59 years,Male,hs_finished,Non-Indigenous,0,29
Migratory - Offshore - Shipping (WA),50-59 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),50-59 years,Male,hs_not_finished,Non-Indigenous,0,23
Migratory - Offshore - Shipping (WA),50-59 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),50-59 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),50-59 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),50-59 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),60-69 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),60-69 years,Male,hs_finished,Non-Indigenous,0,7
Migratory - Offshore - Shipping (WA),60-69 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),60-69 years,Male,hs_not_finished,Non-Indigenous,0,7
Migratory - Offshore - Shipping (WA),60-69 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),60-69 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),60-69 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),60-69 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),70-79 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),70-79 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),70-79 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),70-79 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),70-79 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),70-79 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),70-79 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),70-79 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),80-89 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),80-89 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),80-89 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),80-89 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),80-89 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),80-89 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),80-89 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),80-89 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),90-99 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),90-99 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),90-99 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),90-99 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),90-99 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),90-99 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),90-99 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),100 years and over,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),100 years and over,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),100 years and over,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),100 years and over,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),100 years and over,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (WA),100 years and over,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (WA),100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (WA),15-19 years,Male,hs_finished,Indigenous,0,0
No Usual Address (WA),15-19 years,Male,hs_finished,Non-Indigenous,3,8
No Usual Address (WA),15-19 years,Male,hs_not_finished,Indigenous,0,3
No Usual Address (WA),15-19 years,Male,hs_not_finished,Non-Indigenous,12,14
No Usual Address (WA),15-19 years,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),15-19 years,Female,hs_finished,Non-Indigenous,10,19
No Usual Address (WA),15-19 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (WA),15-19 years,Female,hs_not_finished,Non-Indigenous,4,3
No Usual Address (WA),20-29 years,Male,hs_finished,Indigenous,3,5
No Usual Address (WA),20-29 years,Male,hs_finished,Non-Indigenous,43,230
No Usual Address (WA),20-29 years,Male,hs_not_finished,Indigenous,0,15
No Usual Address (WA),20-29 years,Male,hs_not_finished,Non-Indigenous,17,124
No Usual Address (WA),20-29 years,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),20-29 years,Female,hs_finished,Non-Indigenous,36,228
No Usual Address (WA),20-29 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (WA),20-29 years,Female,hs_not_finished,Non-Indigenous,0,42
No Usual Address (WA),30-39 years,Male,hs_finished,Indigenous,0,9
No Usual Address (WA),30-39 years,Male,hs_finished,Non-Indigenous,18,208
No Usual Address (WA),30-39 years,Male,hs_not_finished,Indigenous,0,3
No Usual Address (WA),30-39 years,Male,hs_not_finished,Non-Indigenous,40,146
No Usual Address (WA),30-39 years,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),30-39 years,Female,hs_finished,Non-Indigenous,15,123
No Usual Address (WA),30-39 years,Female,hs_not_finished,Indigenous,0,3
No Usual Address (WA),30-39 years,Female,hs_not_finished,Non-Indigenous,0,28
No Usual Address (WA),40-49 years,Male,hs_finished,Indigenous,4,4
No Usual Address (WA),40-49 years,Male,hs_finished,Non-Indigenous,21,117
No Usual Address (WA),40-49 years,Male,hs_not_finished,Indigenous,0,9
No Usual Address (WA),40-49 years,Male,hs_not_finished,Non-Indigenous,35,153
No Usual Address (WA),40-49 years,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),40-49 years,Female,hs_finished,Non-Indigenous,3,61
No Usual Address (WA),40-49 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (WA),40-49 years,Female,hs_not_finished,Non-Indigenous,10,45
No Usual Address (WA),50-59 years,Male,hs_finished,Indigenous,0,3
No Usual Address (WA),50-59 years,Male,hs_finished,Non-Indigenous,10,82
No Usual Address (WA),50-59 years,Male,hs_not_finished,Indigenous,0,7
No Usual Address (WA),50-59 years,Male,hs_not_finished,Non-Indigenous,30,160
No Usual Address (WA),50-59 years,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),50-59 years,Female,hs_finished,Non-Indigenous,5,50
No Usual Address (WA),50-59 years,Female,hs_not_finished,Indigenous,0,4
No Usual Address (WA),50-59 years,Female,hs_not_finished,Non-Indigenous,19,73
No Usual Address (WA),60-69 years,Male,hs_finished,Indigenous,0,4
No Usual Address (WA),60-69 years,Male,hs_finished,Non-Indigenous,8,31
No Usual Address (WA),60-69 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (WA),60-69 years,Male,hs_not_finished,Non-Indigenous,9,79
No Usual Address (WA),60-69 years,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),60-69 years,Female,hs_finished,Non-Indigenous,4,27
No Usual Address (WA),60-69 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (WA),60-69 years,Female,hs_not_finished,Non-Indigenous,4,35
No Usual Address (WA),70-79 years,Male,hs_finished,Indigenous,0,0
No Usual Address (WA),70-79 years,Male,hs_finished,Non-Indigenous,0,5
No Usual Address (WA),70-79 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (WA),70-79 years,Male,hs_not_finished,Non-Indigenous,0,4
No Usual Address (WA),70-79 years,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),70-79 years,Female,hs_finished,Non-Indigenous,0,0
No Usual Address (WA),70-79 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (WA),70-79 years,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (WA),80-89 years,Male,hs_finished,Indigenous,0,0
No Usual Address (WA),80-89 years,Male,hs_finished,Non-Indigenous,0,0
No Usual Address (WA),80-89 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (WA),80-89 years,Male,hs_not_finished,Non-Indigenous,0,0
No Usual Address (WA),80-89 years,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),80-89 years,Female,hs_finished,Non-Indigenous,0,0
No Usual Address (WA),80-89 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (WA),80-89 years,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (WA),90-99 years,Male,hs_finished,Indigenous,0,0
No Usual Address (WA),90-99 years,Male,hs_finished,Non-Indigenous,0,0
No Usual Address (WA),90-99 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (WA),90-99 years,Male,hs_not_finished,Non-Indigenous,0,0
No Usual Address (WA),90-99 years,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),90-99 years,Female,hs_finished,Non-Indigenous,0,0
No Usual Address (WA),90-99 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (WA),90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (WA),100 years and over,Male,hs_finished,Indigenous,0,0
No Usual Address (WA),100 years and over,Male,hs_finished,Non-Indigenous,0,0
No Usual Address (WA),100 years and over,Male,hs_not_finished,Indigenous,0,0
No Usual Address (WA),100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
No Usual Address (WA),100 years and over,Female,hs_finished,Indigenous,0,0
No Usual Address (WA),100 years and over,Female,hs_finished,Non-Indigenous,0,0
No Usual Address (WA),100 years and over,Female,hs_not_finished,Indigenous,0,0
No Usual Address (WA),100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Hobart,15-19 years,Male,hs_finished,Indigenous,13,50
Hobart,15-19 years,Male,hs_finished,Non-Indigenous,215,1057
Hobart,15-19 years,Male,hs_not_finished,Indigenous,42,117
Hobart,15-19 years,Male,hs_not_finished,Non-Indigenous,455,1848
Hobart,15-19 years,Female,hs_finished,Indigenous,12,54
Hobart,15-19 years,Female,hs_finished,Non-Indigenous,156,1153
Hobart,15-19 years,Female,hs_not_finished,Indigenous,21,103
Hobart,15-19 years,Female,hs_not_finished,Non-Indigenous,409,2114
Hobart,20-29 years,Male,hs_finished,Indigenous,34,230
Hobart,20-29 years,Male,hs_finished,Non-Indigenous,805,6999
Hobart,20-29 years,Male,hs_not_finished,Indigenous,49,266
Hobart,20-29 years,Male,hs_not_finished,Non-Indigenous,421,3242
Hobart,20-29 years,Female,hs_finished,Indigenous,22,253
Hobart,20-29 years,Female,hs_finished,Non-Indigenous,536,7637
Hobart,20-29 years,Female,hs_not_finished,Indigenous,23,195
Hobart,20-29 years,Female,hs_not_finished,Non-Indigenous,229,2066
Hobart,30-39 years,Male,hs_finished,Indigenous,7,159
Hobart,30-39 years,Male,hs_finished,Non-Indigenous,334,7499
Hobart,30-39 years,Male,hs_not_finished,Indigenous,27,164
Hobart,30-39 years,Male,hs_not_finished,Non-Indigenous,290,3291
Hobart,30-39 years,Female,hs_finished,Indigenous,12,172
Hobart,30-39 years,Female,hs_finished,Non-Indigenous,297,7821
Hobart,30-39 years,Female,hs_not_finished,Indigenous,16,159
Hobart,30-39 years,Female,hs_not_finished,Non-Indigenous,153,2463
Hobart,40-49 years,Male,hs_finished,Indigenous,4,96
Hobart,40-49 years,Male,hs_finished,Non-Indigenous,220,6203
Hobart,40-49 years,Male,hs_not_finished,Indigenous,26,206
Hobart,40-49 years,Male,hs_not_finished,Non-Indigenous,271,4932
Hobart,40-49 years,Female,hs_finished,Indigenous,0,138
Hobart,40-49 years,Female,hs_finished,Non-Indigenous,180,6975
Hobart,40-49 years,Female,hs_not_finished,Indigenous,13,182
Hobart,40-49 years,Female,hs_not_finished,Non-Indigenous,214,4488
Hobart,50-59 years,Male,hs_finished,Indigenous,4,41
Hobart,50-59 years,Male,hs_finished,Non-Indigenous,176,4633
Hobart,50-59 years,Male,hs_not_finished,Indigenous,17,184
Hobart,50-59 years,Male,hs_not_finished,Non-Indigenous,253,6154
Hobart,50-59 years,Female,hs_finished,Indigenous,0,43
Hobart,50-59 years,Female,hs_finished,Non-Indigenous,158,5234
Hobart,50-59 years,Female,hs_not_finished,Indigenous,6,194
Hobart,50-59 years,Female,hs_not_finished,Non-Indigenous,190,5722
Hobart,60-69 years,Male,hs_finished,Indigenous,5,18
Hobart,60-69 years,Male,hs_finished,Non-Indigenous,117,2424
Hobart,60-69 years,Male,hs_not_finished,Indigenous,3,60
Hobart,60-69 years,Male,hs_not_finished,Non-Indigenous,106,2698
Hobart,60-69 years,Female,hs_finished,Indigenous,0,15
Hobart,60-69 years,Female,hs_finished,Non-Indigenous,85,1956
Hobart,60-69 years,Female,hs_not_finished,Indigenous,0,48
Hobart,60-69 years,Female,hs_not_finished,Non-Indigenous,53,2474
Hobart,70-79 years,Male,hs_finished,Indigenous,0,0
Hobart,70-79 years,Male,hs_finished,Non-Indigenous,5,333
Hobart,70-79 years,Male,hs_not_finished,Indigenous,0,0
Hobart,70-79 years,Male,hs_not_finished,Non-Indigenous,8,400
Hobart,70-79 years,Female,hs_finished,Indigenous,0,0
Hobart,70-79 years,Female,hs_finished,Non-Indigenous,3,180
Hobart,70-79 years,Female,hs_not_finished,Indigenous,0,0
Hobart,70-79 years,Female,hs_not_finished,Non-Indigenous,0,296
Hobart,80-89 years,Male,hs_finished,Indigenous,0,0
Hobart,80-89 years,Male,hs_finished,Non-Indigenous,0,44
Hobart,80-89 years,Male,hs_not_finished,Indigenous,0,0
Hobart,80-89 years,Male,hs_not_finished,Non-Indigenous,0,50
Hobart,80-89 years,Female,hs_finished,Indigenous,0,0
Hobart,80-89 years,Female,hs_finished,Non-Indigenous,0,23
Hobart,80-89 years,Female,hs_not_finished,Indigenous,0,0
Hobart,80-89 years,Female,hs_not_finished,Non-Indigenous,0,18
Hobart,90-99 years,Male,hs_finished,Indigenous,0,0
Hobart,90-99 years,Male,hs_finished,Non-Indigenous,0,5
Hobart,90-99 years,Male,hs_not_finished,Indigenous,0,0
Hobart,90-99 years,Male,hs_not_finished,Non-Indigenous,0,5
Hobart,90-99 years,Female,hs_finished,Indigenous,0,0
Hobart,90-99 years,Female,hs_finished,Non-Indigenous,0,10
Hobart,90-99 years,Female,hs_not_finished,Indigenous,0,0
Hobart,90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Hobart,100 years and over,Male,hs_finished,Indigenous,0,0
Hobart,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Hobart,100 years and over,Male,hs_not_finished,Indigenous,0,0
Hobart,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Hobart,100 years and over,Female,hs_finished,Indigenous,0,0
Hobart,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Hobart,100 years and over,Female,hs_not_finished,Indigenous,0,0
Hobart,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Launceston and North East,15-19 years,Male,hs_finished,Indigenous,9,27
Launceston and North East,15-19 years,Male,hs_finished,Non-Indigenous,132,546
Launceston and North East,15-19 years,Male,hs_not_finished,Indigenous,24,64
Launceston and North East,15-19 years,Male,hs_not_finished,Non-Indigenous,306,1377
Launceston and North East,15-19 years,Female,hs_finished,Indigenous,11,39
Launceston and North East,15-19 years,Female,hs_finished,Non-Indigenous,125,723
Launceston and North East,15-19 years,Female,hs_not_finished,Indigenous,13,74
Launceston and North East,15-19 years,Female,hs_not_finished,Non-Indigenous,233,1296
Launceston and North East,20-29 years,Male,hs_finished,Indigenous,20,87
Launceston and North East,20-29 years,Male,hs_finished,Non-Indigenous,425,3264
Launceston and North East,20-29 years,Male,hs_not_finished,Indigenous,32,162
Launceston and North East,20-29 years,Male,hs_not_finished,Non-Indigenous,335,2711
Launceston and North East,20-29 years,Female,hs_finished,Indigenous,8,101
Launceston and North East,20-29 years,Female,hs_finished,Non-Indigenous,276,3702
Launceston and North East,20-29 years,Female,hs_not_finished,Indigenous,11,91
Launceston and North East,20-29 years,Female,hs_not_finished,Non-Indigenous,187,1541
Launceston and North East,30-39 years,Male,hs_finished,Indigenous,6,65
Launceston and North East,30-39 years,Male,hs_finished,Non-Indigenous,145,3129
Launceston and North East,30-39 years,Male,hs_not_finished,Indigenous,8,97
Launceston and North East,30-39 years,Male,hs_not_finished,Non-Indigenous,208,2648
Launceston and North East,30-39 years,Female,hs_finished,Indigenous,7,74
Launceston and North East,30-39 years,Female,hs_finished,Non-Indigenous,159,3442
Launceston and North East,30-39 years,Female,hs_not_finished,Indigenous,8,83
Launceston and North East,30-39 years,Female,hs_not_finished,Non-Indigenous,125,1741
Launceston and North East,40-49 years,Male,hs_finished,Indigenous,0,39
Launceston and North East,40-49 years,Male,hs_finished,Non-Indigenous,121,2582
Launceston and North East,40-49 years,Male,hs_not_finished,Indigenous,12,104
Launceston and North East,40-49 years,Male,hs_not_finished,Non-Indigenous,246,4206
Launceston and North East,40-49 years,Female,hs_finished,Indigenous,0,52
Launceston and North East,40-49 years,Female,hs_finished,Non-Indigenous,163,3329
Launceston and North East,40-49 years,Female,hs_not_finished,Indigenous,17,132
Launceston and North East,40-49 years,Female,hs_not_finished,Non-Indigenous,213,3556
Launceston and North East,50-59 years,Male,hs_finished,Indigenous,4,13
Launceston and North East,50-59 years,Male,hs_finished,Non-Indigenous,119,2048
Launceston and North East,50-59 years,Male,hs_not_finished,Indigenous,10,112
Launceston and North East,50-59 years,Male,hs_not_finished,Non-Indigenous,290,4999
Launceston and North East,50-59 years,Female,hs_finished,Indigenous,4,34
Launceston and North East,50-59 years,Female,hs_finished,Non-Indigenous,98,2602
Launceston and North East,50-59 years,Female,hs_not_finished,Indigenous,6,88
Launceston and North East,50-59 years,Female,hs_not_finished,Non-Indigenous,234,4339
Launceston and North East,60-69 years,Male,hs_finished,Indigenous,0,3
Launceston and North East,60-69 years,Male,hs_finished,Non-Indigenous,78,1294
Launceston and North East,60-69 years,Male,hs_not_finished,Indigenous,3,61
Launceston and North East,60-69 years,Male,hs_not_finished,Non-Indigenous,155,2413
Launceston and North East,60-69 years,Female,hs_finished,Indigenous,3,8
Launceston and North East,60-69 years,Female,hs_finished,Non-Indigenous,41,1027
Launceston and North East,60-69 years,Female,hs_not_finished,Indigenous,0,28
Launceston and North East,60-69 years,Female,hs_not_finished,Non-Indigenous,86,1969
Launceston and North East,70-79 years,Male,hs_finished,Indigenous,0,0
Launceston and North East,70-79 years,Male,hs_finished,Non-Indigenous,9,204
Launceston and North East,70-79 years,Male,hs_not_finished,Indigenous,0,7
Launceston and North East,70-79 years,Male,hs_not_finished,Non-Indigenous,0,425
Launceston and North East,70-79 years,Female,hs_finished,Indigenous,0,0
Launceston and North East,70-79 years,Female,hs_finished,Non-Indigenous,0,110
Launceston and North East,70-79 years,Female,hs_not_finished,Indigenous,0,0
Launceston and North East,70-79 years,Female,hs_not_finished,Non-Indigenous,7,227
Launceston and North East,80-89 years,Male,hs_finished,Indigenous,0,0
Launceston and North East,80-89 years,Male,hs_finished,Non-Indigenous,0,32
Launceston and North East,80-89 years,Male,hs_not_finished,Indigenous,0,0
Launceston and North East,80-89 years,Male,hs_not_finished,Non-Indigenous,0,65
Launceston and North East,80-89 years,Female,hs_finished,Indigenous,0,0
Launceston and North East,80-89 years,Female,hs_finished,Non-Indigenous,0,6
Launceston and North East,80-89 years,Female,hs_not_finished,Indigenous,0,0
Launceston and North East,80-89 years,Female,hs_not_finished,Non-Indigenous,0,21
Launceston and North East,90-99 years,Male,hs_finished,Indigenous,0,0
Launceston and North East,90-99 years,Male,hs_finished,Non-Indigenous,0,4
Launceston and North East,90-99 years,Male,hs_not_finished,Indigenous,0,0
Launceston and North East,90-99 years,Male,hs_not_finished,Non-Indigenous,0,3
Launceston and North East,90-99 years,Female,hs_finished,Indigenous,0,0
Launceston and North East,90-99 years,Female,hs_finished,Non-Indigenous,0,0
Launceston and North East,90-99 years,Female,hs_not_finished,Indigenous,0,0
Launceston and North East,90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Launceston and North East,100 years and over,Male,hs_finished,Indigenous,0,0
Launceston and North East,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Launceston and North East,100 years and over,Male,hs_not_finished,Indigenous,0,0
Launceston and North East,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Launceston and North East,100 years and over,Female,hs_finished,Indigenous,0,0
Launceston and North East,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Launceston and North East,100 years and over,Female,hs_not_finished,Indigenous,0,0
Launceston and North East,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
South East,15-19 years,Male,hs_finished,Indigenous,4,20
South East,15-19 years,Male,hs_finished,Non-Indigenous,15,96
South East,15-19 years,Male,hs_not_finished,Indigenous,6,27
South East,15-19 years,Male,hs_not_finished,Non-Indigenous,35,233
South East,15-19 years,Female,hs_finished,Indigenous,3,7
South East,15-19 years,Female,hs_finished,Non-Indigenous,17,124
South East,15-19 years,Female,hs_not_finished,Indigenous,5,46
South East,15-19 years,Female,hs_not_finished,Non-Indigenous,32,215
South East,20-29 years,Male,hs_finished,Indigenous,7,30
South East,20-29 years,Male,hs_finished,Non-Indigenous,41,468
South East,20-29 years,Male,hs_not_finished,Indigenous,4,85
South East,20-29 years,Male,hs_not_finished,Non-Indigenous,54,565
South East,20-29 years,Female,hs_finished,Indigenous,3,56
South East,20-29 years,Female,hs_finished,Non-Indigenous,33,503
South East,20-29 years,Female,hs_not_finished,Indigenous,3,46
South East,20-29 years,Female,hs_not_finished,Non-Indigenous,14,288
South East,30-39 years,Male,hs_finished,Indigenous,0,18
South East,30-39 years,Male,hs_finished,Non-Indigenous,28,618
South East,30-39 years,Male,hs_not_finished,Indigenous,0,61
South East,30-39 years,Male,hs_not_finished,Non-Indigenous,40,675
South East,30-39 years,Female,hs_finished,Indigenous,5,39
South East,30-39 years,Female,hs_finished,Non-Indigenous,33,763
South East,30-39 years,Female,hs_not_finished,Indigenous,0,48
South East,30-39 years,Female,hs_not_finished,Non-Indigenous,30,437
South East,40-49 years,Male,hs_finished,Indigenous,0,24
South East,40-49 years,Male,hs_finished,Non-Indigenous,41,669
South East,40-49 years,Male,hs_not_finished,Indigenous,6,78
South East,40-49 years,Male,hs_not_finished,Non-Indigenous,50,1088
South East,40-49 years,Female,hs_finished,Indigenous,0,31
South East,40-49 years,Female,hs_finished,Non-Indigenous,32,812
South East,40-49 years,Female,hs_not_finished,Indigenous,0,69
South East,40-49 years,Female,hs_not_finished,Non-Indigenous,50,833
South East,50-59 years,Male,hs_finished,Indigenous,5,13
South East,50-59 years,Male,hs_finished,Non-Indigenous,49,616
South East,50-59 years,Male,hs_not_finished,Indigenous,0,57
South East,50-59 years,Male,hs_not_finished,Non-Indigenous,65,1414
South East,50-59 years,Female,hs_finished,Indigenous,0,18
South East,50-59 years,Female,hs_finished,Non-Indigenous,28,762
South East,50-59 years,Female,hs_not_finished,Indigenous,6,75
South East,50-59 years,Female,hs_not_finished,Non-Indigenous,48,1021
South East,60-69 years,Male,hs_finished,Indigenous,0,6
South East,60-69 years,Male,hs_finished,Non-Indigenous,16,450
South East,60-69 years,Male,hs_not_finished,Indigenous,0,30
South East,60-69 years,Male,hs_not_finished,Non-Indigenous,43,687
South East,60-69 years,Female,hs_finished,Indigenous,0,0
South East,60-69 years,Female,hs_finished,Non-Indigenous,14,367
South East,60-69 years,Female,hs_not_finished,Indigenous,0,18
South East,60-69 years,Female,hs_not_finished,Non-Indigenous,9,483
South East,70-79 years,Male,hs_finished,Indigenous,0,4
South East,70-79 years,Male,hs_finished,Non-Indigenous,0,67
South East,70-79 years,Male,hs_not_finished,Indigenous,0,3
